genome_length,gc_content,orf_count,resistance_gene_count,virulence_factor_count,crispr_present,label
2914391,61.643646232063205,3057,0,0,1,Low
3318479,51.567126452739124,3534,1,0,1,Low
4418619,56.83143839468126,4618,1,0,0,Low
2767651,55.888887869065684,2868,1,0,1,Low
5674287,50.437072342367244,5992,3,6,0,High
3463420,52.570142021555775,3646,0,0,0,Low
3598824,50.40415102251424,3796,0,0,0,Low
3826153,38.211989337497556,3987,0,1,1,Low
3734121,47.87894008979238,3920,0,0,0,Low
4235517,43.80302867899414,4467,1,0,0,Low
3398088,51.88259035983484,3549,0,0,0,Low
3975653,51.16138754199476,4158,0,0,1,Low
3655748,42.68602643006261,3824,1,0,0,Low
5503467,50.06352602166073,5830,5,6,0,High
4460478,45.86997490427872,4729,5,2,1,High
3105057,47.98856620206746,3284,1,0,1,Low
3567353,47.288947669710524,3726,1,1,0,Low
3808112,49.04092183936253,4045,0,0,1,Low
3065869,48.586879758559846,3272,0,1,0,Low
4749814,48.78086008721339,5022,1,5,0,High
4302785,52.99819275839231,4501,4,8,0,High
3540153,44.04689250121622,3745,0,1,1,Low
3754848,51.31896701281638,3917,1,4,0,High
4568687,51.07190195833345,4796,3,4,1,High
3162313,54.931802469130155,3356,0,0,1,Low
3777153,53.77449844969845,3953,0,1,0,Low
3485598,40.02898482590926,3709,0,0,1,Low
3542252,52.78796729767342,3741,0,0,1,Low
3607267,58.48532944573958,3757,0,0,1,Low
4825268,57.95921052628541,5043,2,3,0,High
3171442,50.02612198846883,3295,1,0,1,Low
4519078,53.91744381371769,4726,6,1,0,High
5208248,51.94967974599155,5466,0,3,0,High
3232879,48.905465781750415,3452,1,0,1,Low
4108816,42.48628068504706,4288,0,0,0,Low
3792065,51.68319807684468,3964,0,0,0,Low
3022256,50.215986126936784,3215,1,1,0,Low
4453344,53.01736603719408,4685,4,3,1,High
4846379,52.96296187119127,5090,0,0,1,Low
3094039,46.352926202706456,3212,1,1,1,Low
3500208,46.93013932842554,3700,0,1,1,Low
2941662,51.90553294824581,3127,0,0,1,Low
3560430,42.787249517042966,3764,1,0,0,Low
4267241,54.73424531221896,4443,1,0,1,Low
3957524,47.48287598509135,4208,0,1,1,Low
3213998,59.94405610314,3351,3,0,1,Low
3419168,44.34287710984089,3556,0,0,0,Low
4232859,51.39306496631797,4495,6,6,0,High
4115690,37.97749716419159,4314,2,0,1,Low
5082421,58.54319122454326,5365,1,4,0,High
3322526,51.01374735229432,3524,1,0,1,Low
4588120,50.186343566464586,4853,3,3,0,High
3707627,44.82822305039893,3949,0,0,1,Low
4562909,52.75681321389694,4764,3,3,1,High
3714558,40.56266940712635,3913,1,0,1,Low
3265377,48.17920153954695,3453,0,0,1,Low
5171097,49.915992243971196,5408,4,7,0,High
3337134,52.44327219524662,3551,0,0,1,Low
3214315,44.745146700361076,3428,0,0,1,Low
4815697,58.43031322559804,5026,2,2,1,High
4130258,51.88073273332469,4374,3,7,1,High
3745957,48.24675041185126,3926,0,0,1,Low
4766193,47.874622340371566,5050,0,0,0,Low
3944576,41.269493382864674,4192,1,0,0,Low
4014384,51.01011027101273,4228,2,1,0,Low
5198452,57.585365972643714,5431,3,3,0,High
4506122,46.47137612289812,4760,3,5,1,High
4631471,52.55166608367224,4905,8,3,0,High
4630562,52.759963442816684,4891,3,5,1,High
3480381,37.471267547265676,3630,0,0,1,Low
4392144,56.46934216000793,4598,3,2,0,High
3003978,44.67782908118716,3132,0,0,1,Low
2849206,36.881889102614586,3048,0,0,0,Low
3418864,44.538857431698695,3633,1,0,1,Low
3041011,58.3870177906038,3177,0,0,0,Low
3774663,42.547514514541646,3934,1,0,1,Low
3574728,52.62450125771272,3786,0,0,1,Low
2654994,46.939066345358974,2780,2,0,0,Low
3645482,44.95794804437966,3837,0,0,1,Low
4571843,50.07501994677338,4773,1,1,0,Low
3132463,58.00207623214243,3304,0,0,1,Low
4616596,42.67564565935484,4823,0,0,1,Low
5286028,51.94678145848546,5539,6,3,0,High
3561951,46.592254215726875,3783,0,0,1,Low
4936210,53.66986035928518,5222,3,3,0,High
4034864,48.39692024725951,4271,0,0,1,Low
5356589,47.62756975759952,5601,0,3,1,High
3004682,42.04711326784068,3113,0,0,1,Low
3259269,39.58028042008133,3424,2,0,0,Low
3882239,42.11718279046861,4042,2,0,1,Low
3966241,49.32049397736589,4195,2,0,1,Low
2744979,46.676770625060776,2927,1,0,1,Low
3427380,53.82835861285858,3591,0,0,1,Low
4899196,51.963270586459444,5131,3,3,0,High
3137906,47.653886382615866,3350,0,0,0,Low
5017539,50.77811988300853,5312,3,3,0,High
3389791,41.524818330634226,3537,0,0,0,Low
4883785,56.64903839002267,5102,4,3,0,High
2778156,56.21811097416171,2946,0,0,1,Low
2878876,41.246477315808185,3052,1,0,1,Low
3526660,43.98370479207868,3695,1,0,1,Low
4537820,54.155267712724495,4745,4,5,0,High
4296475,51.98318453959005,4539,1,0,1,Low
4032095,46.22428993204967,4244,0,0,1,Low
4046051,39.14121815026919,4230,0,1,0,Low
4515864,54.68731855093451,4734,3,2,1,High
3397357,54.71129966553195,3553,0,0,1,Low
4079305,48.69937409545167,4278,0,1,1,Low
3962987,47.453544837881836,4178,1,0,1,Low
3568662,56.45352936163034,3713,0,0,1,Low
3843966,44.322100372375864,4006,1,0,1,Low
4182312,58.09290682871536,4399,3,7,0,High
3185672,46.3349182868386,3379,0,0,1,Low
2518444,54.96395933280583,2683,1,0,1,Low
3824637,45.86348025407935,3990,0,0,1,Low
3490423,46.83790909083484,3638,0,7,1,High
5670132,49.15555674178778,5969,4,4,0,High
5167670,52.247632416119984,5442,5,2,0,High
5699625,55.435579186639494,6024,3,4,0,High
3682139,41.17142557354801,3851,1,0,1,Low
3665609,57.70915493663446,3875,3,0,0,Low
3720259,42.48618527367133,3940,0,0,1,Low
4617379,45.31532091002374,4834,5,3,0,High
3236000,53.28899368886952,3371,0,0,1,Low
4999110,50.9913861366257,5310,6,1,0,High
3412665,48.15174419600805,3607,0,0,1,Low
2739866,53.68850632461654,2861,0,0,1,Low
3461121,46.88061503991039,3662,0,1,0,Low
2778221,52.12125133921736,2912,0,0,0,Low
4678050,51.28861689838631,4896,3,1,1,High
4847253,47.806995345123795,5074,3,4,1,High
3806120,50.38856867611968,4052,1,0,1,Low
3211878,48.54596775689739,3361,1,1,0,Low
4640254,54.17149339241468,4903,5,4,1,High
5043224,50.923359318756354,5325,4,6,0,High
3581715,52.4726836923416,3818,0,0,1,Low
3898257,52.77680198954257,4090,2,0,1,Low
4324407,50.63271271901546,4549,3,4,0,High
3696466,50.96553253728364,3911,0,0,0,Low
4600050,49.0193289187306,4851,6,2,0,High
3066082,51.040818562557035,3200,2,0,1,Low
3564314,45.926001751943986,3701,1,0,1,Low
4894758,54.53474212789224,5179,6,4,0,High
3095669,59.337806553345246,3299,2,0,0,Low
3510208,39.20595685594743,3708,0,0,1,Low
3527793,51.2493906190353,3665,0,0,1,Low
2365251,46.744100300271,2455,1,0,0,Low
3438619,46.70431052319494,3610,1,0,0,Low
3009337,39.57109833643496,3181,0,1,1,Low
3318550,50.99328116507815,3528,1,0,1,Low
3107585,51.60754777226181,3319,0,0,1,Low
2883729,43.89304961632322,3015,0,0,1,Low
4144781,48.21313458466774,4410,0,0,0,Low
4425527,46.42979403710498,4687,1,0,1,Low
4911959,49.87585219752927,5204,3,3,1,High
2854480,49.97141909806392,3010,2,0,1,Low
3286536,41.72097762523715,3462,0,0,1,Low
3516859,49.611561486265785,3683,1,0,1,Low
3299287,49.27221907129755,3474,0,0,1,Low
2948407,52.92332101732738,3121,0,0,1,Low
2911127,69.59680068418436,3081,0,0,0,Low
3860498,44.72888253164207,4056,0,0,1,Low
2993961,60.5738893048227,3153,0,0,0,Low
3349509,44.2113778351009,3532,1,0,1,Low
3171432,43.81368657661053,3291,0,0,1,Low
3786514,50.73238902586929,4033,1,1,1,Low
3043710,47.962789851401546,3174,0,2,1,Low
3386140,52.29295858061691,3568,0,0,1,Low
4261063,56.09629376706439,4486,2,5,0,High
3411933,30.60291672078911,3609,0,0,1,Low
5014556,55.184190296343004,5253,2,7,1,High
3755324,46.03276022119826,3946,0,0,0,Low
3626853,42.6164704350113,3769,1,0,1,Low
3953611,55.62947446793632,4112,3,0,1,Low
3500554,38.733396910510535,3675,1,0,1,Low
5143583,50.47803025779689,5444,5,4,1,High
2829971,46.69851005744077,3015,0,0,1,Low
2776549,55.5522567491896,2943,0,0,1,Low
3842928,35.07761655725123,4056,0,0,0,Low
3489547,52.560869088898485,3631,1,0,1,Low
4495685,50.3574810632893,4682,0,0,1,Low
3555520,48.83043260492437,3746,0,0,1,Low
3653475,40.578006591827624,3874,1,0,0,Low
5010524,57.02323324194229,5235,4,4,1,High
3568947,59.7396597755143,3744,1,0,1,Low
3517185,44.53473881040401,3678,3,0,0,Low
2517222,44.47730837627911,2679,0,0,0,Low
3192021,41.85761487751698,3395,0,0,0,Low
3754951,51.09887688229318,3942,0,0,1,Low
3554785,45.50136940051185,3770,1,0,0,Low
4651563,56.70009432784335,4860,5,5,0,High
3590035,46.36240007864692,3801,1,0,1,Low
4293726,52.89430943001071,4551,5,2,1,High
3612629,57.47453673642725,3805,1,0,0,Low
3103352,50.59706732310166,3247,1,0,0,Low
4718648,48.51522787996948,4929,4,4,1,High
3087392,50.35314972716731,3259,2,0,0,Low
3023055,50.719527007714625,3192,1,0,0,Low
3551500,50.77723725667944,3700,0,0,0,Low
3975128,55.62914488592363,4180,1,0,0,Low
4073140,47.423109550687265,4307,0,1,1,Low
5162716,51.57978849429673,5386,4,5,1,High
4582187,50.53641059282076,4799,3,6,0,High
3420731,42.49188563016621,3646,0,0,0,Low
3595518,44.24180813791783,3832,1,0,1,Low
4719022,53.75365079798658,5002,2,3,0,High
3982077,46.16733178534991,4142,0,0,0,Low
3272077,51.44952309482879,3400,1,1,1,Low
4779873,44.433142444114004,5036,3,1,0,High
3223869,41.41713810222711,3349,0,0,1,Low
4844117,55.89562047997291,5079,4,2,1,High
3137001,56.69157464724931,3278,1,0,1,Low
4568468,40.46270253128719,4845,6,2,1,High
3789933,54.286104366650385,4011,1,0,1,Low
4383512,41.61453172840066,4599,1,0,1,Low
3634144,43.06349234482175,3861,0,0,1,Low
2887255,42.959639786749165,3058,0,0,1,Low
4842052,49.597816538160664,5083,2,7,1,High
5817504,53.432826535481496,6077,2,3,0,High
3944278,57.64228009876177,4103,1,0,0,Low
4195400,52.226966733187275,4406,5,6,1,High
3600702,52.59964016745214,3826,0,1,0,Low
4953349,49.7971328475257,5167,4,3,1,High
5068060,42.19385442236449,5335,3,3,0,High
5107456,54.114831685454924,5351,2,7,0,High
4337055,51.54533324367426,4546,1,2,0,High
5397115,54.6603593531028,5686,3,3,1,High
2461440,46.588356540165364,2573,0,0,1,Low
4698443,49.92629205077467,4971,6,7,0,High
3678830,48.38703583717543,3884,0,1,0,Low
3242414,47.2408866182763,3428,1,0,1,Low
3119562,50.25208418124012,3298,1,0,1,Low
4465865,49.90074866527084,4739,3,2,0,High
4811068,49.94822332340422,5075,4,6,0,High
4683451,54.19250531490916,4931,3,5,1,High
4400039,47.58191302270253,4642,1,0,1,Low
3758668,45.00232005827114,3911,1,0,1,Low
4623181,50.83254460344096,4825,2,0,0,High
3280150,44.42746078274374,3418,1,0,1,Low
3345397,45.38354023105068,3502,0,0,1,Low
3828600,47.16438775999448,4043,0,0,0,Low
5331049,51.63275377094572,5650,6,6,0,High
3056979,46.00452372090075,3187,0,0,0,Low
3137506,46.03453852170531,3313,0,0,1,Low
3736278,43.31418175703907,3950,1,0,1,Low
3360497,48.61147251529749,3580,0,0,1,Low
2865654,58.719582143560174,3021,1,1,1,Low
3965653,47.66627513734968,4199,0,0,1,Low
4275622,53.293718955595295,4523,0,0,0,Low
4294042,53.7952736230889,4475,1,3,1,High
3401316,55.00325450188295,3603,0,0,1,Low
3429906,48.588467522798354,3613,0,1,1,Low
3741889,51.30800529653846,3963,0,0,0,Low
3872178,51.9287807919059,4027,2,1,1,Low
5108211,53.70053298685489,5426,3,3,1,High
4285548,51.21350646170706,4550,3,4,0,High
5164409,54.37022123171508,5455,1,4,0,High
3463207,53.863765458548876,3631,0,2,0,Low
3345661,57.2699087722942,3522,1,0,0,Low
3905512,61.74339010573153,4084,0,0,0,Low
3760845,31.94589210578258,4001,0,0,1,Low
4109074,54.14766788458562,4280,0,0,1,Low
4439271,54.190653128029936,4627,2,6,1,High
3530514,38.26520801464464,3712,0,0,1,Low
4632885,54.85103911581497,4902,3,6,1,High
3164337,48.810318994873356,3370,2,0,0,Low
3552710,46.90488558229101,3732,0,0,0,Low
4053115,49.20419216573327,4303,0,0,1,Low
3688129,49.245860999102135,3876,2,1,1,Low
5216578,49.479002819982256,5458,4,0,0,High
3970848,55.05873613418558,4157,0,0,0,Low
3571882,47.49173740282288,3786,2,0,1,Low
4597453,54.8027746112398,4868,2,2,1,High
5036572,49.18835424784173,5319,0,5,1,High
3249860,32.450752455749075,3445,0,0,0,Low
3375315,41.02174409829239,3505,0,0,1,Low
3673215,48.54073413297436,3852,0,0,1,Low
3084743,45.58751114925556,3226,1,1,1,Low
3947648,55.92689869683854,4184,6,1,1,High
4202856,50.905324646081056,4416,1,1,1,Low
2644698,45.64145879579123,2734,0,0,0,Low
4093862,40.342734617957674,4261,0,0,0,Low
4701426,45.9756446197593,4923,6,6,1,High
3850084,51.285362079726085,4057,1,0,0,Low
3392325,53.95774278271779,3531,2,0,1,Low
5910677,52.708300167064195,6263,5,4,0,High
2689495,43.81302427047661,2804,2,0,1,Low
3025523,42.558582751667636,3204,0,0,1,Low
4369604,41.631538487885294,4552,2,0,1,Low
3265435,45.57593141619121,3394,1,0,0,Low
4753725,52.11995838191008,4983,1,2,0,High
3646671,58.95598327044628,3798,0,0,1,Low
5601615,48.379260371403575,5931,4,2,0,High
3546027,50.857442120326,3691,0,0,1,Low
3807888,55.09290648376354,4055,2,0,0,Low
3901082,51.1402044460656,4144,2,0,0,Low
5377963,56.208427289898545,5612,7,4,0,High
3590147,43.110791106543935,3730,0,0,1,Low
4844204,50.5873441640377,5087,6,4,0,High
3637992,60.25354704306475,3855,1,0,1,Low
3945208,48.49893991628397,4107,1,0,1,Low
3156730,54.9802563309813,3290,0,1,1,Low
3458732,47.59621272993864,3641,0,1,1,Low
3500152,45.387440294649174,3677,0,0,1,Low
3623740,47.94201347211992,3803,1,0,1,Low
4015579,57.78540765379395,4208,0,0,1,Low
3902904,56.33258085064294,4131,2,2,1,High
3842523,34.24841593956636,4031,1,0,1,Low
4833452,48.582934722517486,5130,1,0,1,Low
3525964,39.84405715990536,3677,2,0,1,Low
2966983,47.690746748354094,3166,0,0,1,Low
3649847,49.57947553035949,3793,1,0,1,Low
4004542,56.45416454799094,4223,1,0,1,Low
3704710,45.442681357171956,3854,3,0,0,Low
3184577,46.21279917025883,3310,0,1,1,Low
2493205,49.88022859031268,2623,0,0,0,Low
4229511,56.04243852068531,4415,1,1,1,Low
5546329,54.63931319092459,5876,4,1,0,High
3471992,49.51805092006675,3653,0,0,1,Low
2714290,42.405772540908075,2828,0,0,1,Low
4373126,49.19682901404031,4616,5,3,0,High
3275498,52.04181819425174,3421,0,0,0,Low
4872711,57.58917624272655,5164,3,3,1,High
2807518,43.541651400413926,2916,1,0,1,Low
3779361,47.06113574326105,3931,1,0,0,Low
3569039,36.68322777629385,3742,0,1,1,Low
3914277,41.46940785953761,4142,1,0,1,Low
2668942,51.71797870897455,2771,0,0,0,Low
3788345,56.01171798419633,3955,0,0,1,Low
3832517,51.402554017401435,4063,3,6,1,High
3969378,56.50256895361509,4175,1,0,1,Low
3458049,45.69789446954232,3644,0,1,1,Low
3031150,39.795367251078574,3227,2,0,1,Low
4850613,42.085447523488305,5102,3,5,1,High
4011818,53.13323969551877,4248,1,0,1,Low
4608441,51.60109958783488,4822,3,6,0,High
3120759,45.32668857892844,3327,1,0,1,Low
5310024,60.086287519536015,5584,4,9,1,High
3640615,56.937596456685895,3841,1,0,1,Low
3293929,48.506285289874,3478,0,0,1,Low
4053355,34.3522738127628,4312,0,0,0,Low
4035932,40.189124439287774,4231,0,0,0,Low
5430983,54.58667498633332,5685,5,3,0,High
3849476,44.22577283277833,4032,0,0,1,Low
3769519,42.00333514933077,3917,0,1,1,Low
5159584,59.27908714925039,5412,5,6,0,High
3244908,36.54077056246448,3463,0,0,1,Low
3930862,44.65790719105122,4098,0,0,1,Low
3112568,52.32951286611474,3245,0,0,0,Low
4483458,47.76513583818995,4754,0,0,1,Low
3346821,38.70695955288744,3562,0,0,1,Low
2837250,52.22328556694555,3019,0,0,1,Low
3914319,43.52236187021337,4086,0,0,0,Low
2974906,42.16621053159099,3149,0,0,1,Low
4132507,55.47783051881929,4375,10,7,0,High
3481709,37.573172304921,3639,1,0,0,Low
3372990,53.64612549224529,3500,0,0,1,Low
3042261,48.75875531436414,3169,1,0,1,Low
3647862,47.99591154334083,3795,0,0,1,Low
3363091,52.171935626599534,3494,0,1,0,Low
4966958,47.17703827994953,5252,5,4,0,High
3375513,49.884776978704,3524,0,0,1,Low
4905782,59.87016298478344,5189,3,6,0,High
6222657,50.76280469642694,6579,3,4,1,High
4644395,37.42057980657909,4864,2,0,1,Low
3538791,41.48839236128671,3737,0,0,1,Low
3336732,40.97445063715528,3537,0,0,0,Low
4081003,52.69423662175298,4247,0,0,0,Low
4896792,51.169290933440365,5188,0,4,1,High
5418590,50.982095693418636,5658,4,3,1,High
3191612,39.91202529379699,3334,0,0,1,Low
3696053,45.19394380902223,3899,1,0,1,Low
3229485,53.41015527717701,3352,1,0,1,Low
2377207,49.17241932769992,2511,0,0,1,Low
4619861,54.490125375748775,4828,1,5,0,High
2802069,53.653526485092456,2900,1,1,1,Low
4639708,43.82706426541555,4847,0,2,1,Low
2734329,52.72873082816078,2909,0,0,1,Low
2911386,50.81124096927641,3075,0,0,1,Low
3764534,47.93630387470491,3955,1,0,1,Low
4007968,45.5797215241879,4176,0,0,1,Low
2874987,50.23031543214026,3057,0,0,1,Low
2791444,37.21884887440426,2978,0,1,1,Low
5495166,57.26354906818447,5766,4,4,0,High
3481416,55.3514940298603,3657,0,1,0,Low
4125143,42.397477583159414,4297,1,0,0,Low
3144070,47.2193667969217,3332,0,0,1,Low
3869444,42.6193553171747,4035,1,1,0,Low
5539465,52.41085989828884,5807,4,3,0,High
5010659,55.231093725167135,5242,4,6,0,High
4236559,56.13923937355234,4443,7,3,0,High
2843515,50.36385135518641,2952,0,0,0,Low
3397551,52.09519369517644,3528,3,0,1,Low
4036464,42.87960315576533,4290,0,0,1,Low
4490292,48.965257281479346,4705,1,0,0,Low
2486992,46.36024669576208,2656,1,1,1,Low
3062680,38.933675796522806,3257,2,0,1,Low
3526943,53.63086233051625,3668,0,0,0,Low
3946594,51.851364737151826,4113,0,0,0,Low
3313961,45.158161497523864,3443,1,0,1,Low
3114432,44.80419688333591,3232,1,0,1,Low
3265757,42.19348722903772,3486,0,0,0,Low
3398949,57.91649373490128,3599,1,0,1,Low
2934297,53.324294184846806,3108,1,0,0,Low
4130106,56.985645204183015,4337,4,3,1,High
5340882,50.04781039739685,5652,2,4,0,High
2726861,55.945111422873346,2911,0,0,1,Low
4121577,56.05496284000035,4371,0,0,0,Low
4855165,51.11922610861147,5137,1,0,1,Low
4783146,53.89153254065096,4997,3,1,0,High
3380702,45.111991036557036,3586,2,0,0,Low
3902825,54.8040030048885,4075,0,0,1,Low
2669198,40.50196310843841,2763,0,0,1,Low
4654779,53.77658068434903,4895,6,7,0,High
4775201,56.39068842272107,5067,2,7,0,High
3813006,57.9899442004962,4054,0,0,1,Low
3713981,58.3384483058775,3927,0,0,1,Low
3068472,56.52591212298029,3226,0,0,1,Low
5288186,55.723498047748976,5572,4,1,0,High
4067753,59.14038962512888,4302,0,0,0,Low
3851746,47.53307138318116,4051,0,0,0,Low
3639874,53.91650334886627,3781,1,0,1,Low
4690151,50.720093882595904,4925,0,2,1,High
4283801,54.429086461630796,4508,2,2,1,High
4527096,48.88692443421916,4798,0,0,0,Low
3930661,51.82497888897143,4152,3,1,1,Low
4755543,49.24510337390291,5000,5,6,0,High
3799875,48.670381111511595,4005,0,1,0,Low
4129937,50.05728502169981,4340,2,3,1,High
3890885,54.06114367341457,4075,0,0,0,Low
3362678,45.25668876408483,3560,0,0,1,Low
3794042,38.18011522907245,3969,0,0,1,Low
4949618,54.96977695458783,5218,4,3,1,High
3382581,47.60743962868851,3529,1,1,1,Low
2150338,40.92798458221487,2267,1,0,0,Low
3225404,45.47115097541224,3391,1,0,1,Low
4673825,49.440844436041864,4892,3,2,0,High
3545657,45.71726457500189,3721,1,0,0,Low
3405765,34.97410238905938,3634,2,0,1,Low
3539957,49.92558037155395,3727,1,0,0,Low
4048473,56.64917989033731,4225,0,0,0,Low
3619085,42.95536866060825,3855,0,0,0,Low
3064493,59.69997348250391,3215,0,0,1,Low
3934222,59.56687798463143,4145,0,0,1,Low
4483072,51.232287718363594,4741,6,4,0,High
5860496,55.911390258617324,6190,3,4,0,High
4041333,46.637173318533684,4241,0,0,1,Low
4636693,59.94152158104117,4877,6,3,1,High
2912043,52.623006110352605,3083,1,0,1,Low
5232692,57.337327307408174,5550,9,3,0,High
3517166,45.82500598270759,3703,1,0,0,Low
4383225,54.39738916642487,4627,0,1,1,Low
2812775,43.078628904165264,2934,0,0,1,Low
5020176,49.916125795075615,5293,1,2,0,High
3688522,46.484134408859994,3844,0,0,0,Low
3717773,48.99891163546288,3874,1,0,1,Low
2921292,36.1149811744642,3045,1,1,1,Low
2536531,39.109396664523075,2708,0,1,0,Low
4573682,52.68934402481452,4824,7,4,0,High
4708919,53.12484673033626,4954,5,5,0,High
4197011,45.73721637733459,4387,1,0,1,Low
2712339,55.334469990997974,2829,0,0,0,Low
2594204,41.970144509400676,2715,1,0,0,Low
4545511,40.81965173623232,4801,5,4,0,High
4495044,52.5482689329024,4723,4,5,0,High
3526948,40.042427028305056,3704,2,0,0,Low
4643135,50.96139036682122,4895,7,5,0,High
4102085,45.62205351510823,4307,0,0,0,Low
4458383,54.967234965911075,4680,4,4,0,High
3826834,50.78928036535748,4057,0,0,1,Low
3947548,47.630506876603256,4147,0,0,1,Low
2747061,55.13320306762221,2929,0,0,0,Low
3606412,47.93788626055358,3822,2,1,1,Low
2900736,49.76709593740828,3074,0,0,0,Low
4595329,47.775553723251655,4813,6,3,0,High
5248643,55.40034448596941,5557,2,5,0,High
2994260,54.52473443208415,3123,0,0,1,Low
3067857,54.813723512948854,3258,1,0,1,Low
3879512,44.34924728100893,4129,0,0,1,Low
3902466,61.14250200713054,4094,1,0,1,Low
3557990,47.204413959124004,3732,1,0,1,Low
4864225,49.63478144448422,5153,2,3,1,High
4068790,40.292685546503655,4250,1,0,1,Low
4259161,51.038731479046575,4524,0,0,1,Low
3568182,48.034800714696566,3726,0,0,1,Low
4015690,50.3291147739284,4222,0,0,1,Low
3963854,50.38833946917344,4129,0,0,1,Low
4200552,63.20003400418706,4464,0,0,1,Low
4166904,59.015300979398994,4414,5,3,1,High
5044098,51.65129535429627,5322,0,7,0,High
4685707,51.99550735877678,4937,2,3,0,High
3085986,52.30023409343226,3251,0,0,1,Low
4381309,55.58318487294371,4650,5,11,0,High
5297198,55.71096960211537,5612,4,2,0,High
